art;fem;mar;kid5;phd;ment
4;Men;Married;0;4.289999962;22
4;Men;Single;0;4.289999962;7
4;Men;Married;0;3.539999962;9
4;Men;Single;0;2.519999981;6
4;Women;Single;0;1.399999976;3
4;Women;Married;0;4.340000153;6
4;Women;Married;1;2.50999999;2
4;Men;Married;0;4.289999962;2
4;Men;Married;1;2.960000038;0
4;Men;Single;0;3.849999905;47
4;Men;Single;0;4.539999962;5
4;Women;Married;0;3.400000095;5
4;Men;Single;0;3.410000086;21
4;Men;Married;1;2.960000038;57
4;Women;Married;0;3.539999962;5
4;Men;Married;2;1.720000029;2
4;Men;Married;2;2.859999895;15
4;Men;Married;2;4.539999962;66
4;Men;Married;1;1.75999999;11
4;Men;Married;2;1.860000014;15
4;Men;Married;0;3.470000029;4
4;Men;Single;0;3.410000086;7
4;Men;Married;0;1.809999943;10
4;Men;Married;2;2.049999952;13
4;Men;Single;0;4.619999886;18
4;Women;Married;0;2.25999999;3
4;Men;Married;1;1.860000014;47
4;Women;Married;1;4.289999962;4
4;Men;Married;2;3.539999962;2
4;Men;Married;0;4.289999962;30
4;Men;Married;0;2.539999962;11
4;Women;Married;0;4.25;13
4;Women;Single;0;2.5;10
4;Women;Married;1;3.539999962;12
4;Women;Married;0;3.190000057;8
4;Men;Married;2;4.539999962;21
4;Women;Single;0;2.859999895;39
4;Women;Married;0;2.579999924;14
4;Women;Married;0;1.279999971;4
4;Women;Married;0;3.210000038;14
4;Women;Single;0;2.869999886;6
4;Women;Single;0;3.339999914;11
4;Women;Single;0;3.150000095;8
4;Women;Single;0;2.319999933;8
4;Men;Single;0;4.289999962;19
4;Men;Single;0;3.690000057;7
4;Men;Married;1;2.549999952;21
4;Women;Single;0;4.619999886;3
4;Women;Married;0;2.359999895;5
4;Men;Married;1;4.25;29
4;Men;Married;1;4.289999962;5
4;Women;Married;0;3.190000057;7
4;Women;Single;0;3.190000057;3
4;Women;Single;0;2.559999943;23
4;Men;Married;0;1.75999999;7
4;Men;Married;1;2.579999924;25
4;Women;Married;0;3.410000086;4
4;Women;Single;0;3.589999914;9
4;Women;Married;0;1.779999971;4
4;Women;Single;0;3.75;3
4;Men;Married;2;3.690000057;16
4;Men;Married;0;3.619999886;5
4;Men;Married;0;1.504999995;4
4;Men;Married;2;2.579999924;6
4;Men;Single;0;2.869999886;15
5;Women;Married;0;2.25999999;16
5;Women;Single;0;3.75;13
5;Men;Married;2;3.849999905;15
5;Men;Married;1;3.150000095;5
5;Men;Married;1;3.150000095;27
5;Men;Married;0;4.340000153;6
5;Men;Married;0;4.25;12
5;Men;Single;0;3.359999895;11
5;Women;Single;0;3.589999914;14
5;Men;Married;1;2.579999924;25
5;Men;Married;1;3.589999914;21
5;Men;Married;1;2.960000038;4
5;Men;Married;0;4.539999962;13
5;Men;Married;0;4.289999962;30
5;Women;Single;0;2.869999886;12
5;Women;Married;0;4.539999962;15
5;Women;Married;1;3.849999905;1
5;Men;Married;0;2.5;4
5;Men;Married;1;3.470000029;0
5;Women;Married;0;2.859999895;24
5;Women;Married;0;4.619999886;0
5;Men;Married;1;4.539999962;53
5;Men;Married;0;1.25;2
5;Women;Married;0;3.210000038;19
5;Men;Married;1;1.75999999;11
5;Women;Single;0;2.579999924;6
5;Women;Single;0;3.619999886;3
6;Men;Married;1;4.619999886;8
6;Women;Married;0;2.099999905;36
6;Women;Married;2;1.860000014;38
6;Men;Married;0;4.340000153;9
6;Women;Married;0;4.289999962;24
6;Men;Married;2;2.50999999;11
6;Men;Married;1;2.960000038;13
6;Men;Single;0;4.289999962;18
6;Men;Single;0;3.400000095;14
6;Women;Single;0;4.539999962;12
6;Men;Married;1;3.849999905;16
6;Women;Single;0;3.150000095;9
6;Women;Single;0;4.539999962;15
6;Men;Single;0;3.470000029;6
6;Women;Married;0;4.289999962;1
6;Men;Single;0;1.970000029;4
6;Women;Single;0;3.319999933;6
7;Men;Married;0;3.589999914;1
7;Men;Single;0;2.539999962;6
7;Men;Single;0;3.410000086;20
7;Men;Married;1;1.970000029;0
7;Women;Single;0;3.150000095;9
7;Men;Single;0;4.619999886;15
7;Men;Single;0;4.539999962;42
7;Men;Married;0;3.690000057;9
7;Men;Single;0;4.340000153;19
7;Men;Single;0;4.289999962;19
7;Men;Married;1;3.589999914;27
7;Men;Single;0;3.690000057;19
8;Men;Married;0;2.50999999;11
9;Men;Married;1;2.960000038;23
9;Men;Married;1;1.860000014;47
10;Women;Married;0;3.589999914;18
11;Men;Married;2;2.859999895;7
12;Men;Married;1;4.289999962;35
12;Men;Married;1;1.860000014;5
16;Men;Married;0;1.74000001;21
19;Men;Married;0;1.860000014;42
